n,      F(n),      G(n),      ATg_FG,      ATg_GF,      pi,      Delta,      Theta,      O_large 

112.7000000000       49659068707007601000000000000000.0000000000 	 356351750925687960000000.0000000000	 1.5707963196         0.0000000072         1.5707963124         -1.4398966185        1.4398966185         1.7016960063        
112.8000000000       53199674907529215000000000000000.0000000000 	 373918324284559380000000.0000000000	 1.5707963198         0.0000000070         1.5707963127         -1.4398966188        1.4398966188         1.7016960066        
112.9000000000       56992742637447919000000000000000.0000000000 	 392350852416407210000000.0000000000	 1.5707963199         0.0000000069         1.5707963130         -1.4398966191        1.4398966191         1.7016960069        
113.0000000000       61056275120797765000000000000000.0000000000 	 411692023081304080000000.0000000000	 1.5707963201         0.0000000067         1.5707963133         -1.4398966194        1.4398966194         1.7016960072        
113.1000000000       65409559513143547000000000000000.0000000000 	 431986628358066300000000.0000000000	 1.5707963202         0.0000000066         1.5707963136         -1.4398966197        1.4398966197         1.7016960075        
113.2000000000       70073258474907267000000000000000.0000000000 	 453281668377908870000000.0000000000	 1.5707963203         0.0000000065         1.5707963139         -1.4398966200        1.4398966200         1.7016960078        
113.3000000000       75069508276462906000000000000000.0000000000 	 475626460171713290000000.0000000000	 1.5707963205         0.0000000063         1.5707963141         -1.4398966202        1.4398966202         1.7016960080        
113.4000000000       80422023900934868000000000000000.0000000000 	 499072751882986750000000.0000000000	 1.5707963206         0.0000000062         1.5707963144         -1.4398966205        1.4398966205         1.7016960083        
113.5000000000       86156211643876141000000000000000.0000000000 	 523674842611017300000000.0000000000	 1.5707963207         0.0000000061         1.5707963146         -1.4398966207        1.4398966207         1.7016960085        
113.6000000000       92299289744612408000000000000000.0000000000 	 549489708161769810000000.0000000000	 1.5707963208         0.0000000060         1.5707963149         -1.4398966210        1.4398966210         1.7016960088        
113.7000000000       98880417622190242000000000000000.0000000000 	 576577132997747360000000.0000000000	 1.5707963210         0.0000000058         1.5707963151         -1.4398966212        1.4398966212         1.7016960090        
113.8000000000       105930834329741090000000000000000.0000000000 	 604999848692400500000000.0000000000	 1.5707963211         0.0000000057         1.5707963154         -1.4398966215        1.4398966215         1.7016960093        
113.9000000000       113484006884862380000000000000000.0000000000 	 634823679209729610000000.0000000000	 1.5707963212         0.0000000056         1.5707963156         -1.4398966217        1.4398966217         1.7016960095        
114.0000000000       121575789180531410000000000000000.0000000000 	 666117693345531830000000.0000000000	 1.5707963213         0.0000000055         1.5707963158         -1.4398966219        1.4398966219         1.7016960097        
114.1000000000       130244592231327570000000000000000.0000000000 	 698954364683332160000000.0000000000	 1.5707963214         0.0000000054         1.5707963161         -1.4398966222        1.4398966222         1.7016960100        
114.2000000000       139531566563587430000000000000000.0000000000 	 733409739435436540000000.0000000000	 1.5707963215         0.0000000053         1.5707963163         -1.4398966224        1.4398966224         1.7016960102        
114.3000000000       149480797615804120000000000000000.0000000000 	 769563612557811120000000.0000000000	 1.5707963216         0.0000000051         1.5707963165         -1.4398966226        1.4398966226         1.7016960104        
114.4000000000       160139515077387830000000000000000.0000000000 	 807499712546650510000000.0000000000	 1.5707963218         0.0000000050         1.5707963167         -1.4398966228        1.4398966228         1.7016960106        
114.5000000000       171558317160119820000000000000000.0000000000 	 847305895344602880000000.0000000000	 1.5707963219         0.0000000049         1.5707963169         -1.4398966230        1.4398966230         1.7016960108        
114.6000000000       183791410867568750000000000000000.0000000000 	 889074347805719260000000.0000000000	 1.5707963220         0.0000000048         1.5707963171         -1.4398966232        1.4398966232         1.7016960110        
114.7000000000       196896869403740160000000000000000.0000000000 	 932901801190329820000000.0000000000	 1.5707963221         0.0000000047         1.5707963173         -1.4398966234        1.4398966234         1.7016960112        
114.8000000000       210936907943651410000000000000000.0000000000 	 978889755184277330000000.0000000000	 1.5707963222         0.0000000046         1.5707963175         -1.4398966236        1.4398966236         1.7016960114        
114.9000000000       225978179075755920000000000000000.0000000000 	 1027144712961314400000000.0000000000	 1.5707963222         0.0000000045         1.5707963177         -1.4398966238        1.4398966238         1.7016960116        
115.0000000000       242092089319597960000000000000000.0000000000 	 1077778427833041100000000.0000000000	 1.5707963223         0.0000000045         1.5707963179         -1.4398966240        1.4398966240         1.7016960118        
115.1000000000       259355138222200980000000000000000.0000000000 	 1130908162057600600000000.0000000000	 1.5707963224         0.0000000044         1.5707963181         -1.4398966242        1.4398966242         1.7016960120        
115.2000000000       277849281643961860000000000000000.0000000000 	 1186656958406503900000000.0000000000	 1.5707963225         0.0000000043         1.5707963183         -1.4398966244        1.4398966244         1.7016960122        
115.3000000000       297662320959743720000000000000000.0000000000 	 1245153925118504400000000.0000000000	 1.5707963226         0.0000000042         1.5707963184         -1.4398966245        1.4398966245         1.7016960123        
115.4000000000       318888320023981560000000000000000.0000000000 	 1306534534900444800000000.0000000000	 1.5707963227         0.0000000041         1.5707963186         -1.4398966247        1.4398966247         1.7016960125        
115.5000000000       341628051880520060000000000000000.0000000000 	 1370940938667530100000000.0000000000	 1.5707963228         0.0000000040         1.5707963188         -1.4398966249        1.4398966249         1.7016960127        
115.6000000000       365989477339220670000000000000000.0000000000 	 1438522294749614500000000.0000000000	 1.5707963229         0.0000000039         1.5707963189         -1.4398966250        1.4398966250         1.7016960128        
115.7000000000       392088257692776170000000000000000.0000000000 	 1509435114325912500000000.0000000000	 1.5707963229         0.0000000038         1.5707963191         -1.4398966252        1.4398966252         1.7016960130        
115.8000000000       420048304009372860000000000000000.0000000000 	 1583843623888117600000000.0000000000	 1.5707963230         0.0000000038         1.5707963193         -1.4398966254        1.4398966254         1.7016960132        
115.9000000000       450002365610618720000000000000000.0000000000 	 1661920145571361200000000.0000000000	 1.5707963231         0.0000000037         1.5707963194         -1.4398966255        1.4398966255         1.7016960133        
116.0000000000       482092660530332350000000000000000.0000000000 	 1743845496233813000000000.0000000000	 1.5707963232         0.0000000036         1.5707963196         -1.4398966257        1.4398966257         1.7016960135        
116.1000000000       516471550949246200000000000000000.0000000000 	 1829809406209147800000000.0000000000	 1.5707963233         0.0000000035         1.5707963197         -1.4398966258        1.4398966258         1.7016960136        
116.2000000000       553302266814372560000000000000000.0000000000 	 1920010958701670800000000.0000000000	 1.5707963233         0.0000000035         1.5707963199         -1.4398966260        1.4398966260         1.7016960138        
